C1,L1,C2,L2,C3,L3,Cost,,
10,10,23.81544441,17.27293366,20.50904351,32.20451981,705.5236155,,
18.33521771,17.72660303,30.49515659,15.69232291,16.34136492,24.46618748,544.2393676,,
14.34232688,13.2837255,21.70523953,10,10,15.68723315,547.9497416,,
10,10,30.30574703,17.21406722,18.80774248,20.87592787,774.5844994,,
17.07306993,10,21.40556866,10,10,12.44490916,558.2256547,,
10,10,24.95880038,15.52158689,16.49127305,20.4860366,735.4485235,,
12.4417994,13.33585477,16.37023032,10,10,17.76704913,521.4744464,,
10,10,25.04612291,14.18009508,18.54804993,24.61855036,675.2357842,,
17.53008509,18.84559703,16.43168616,10,11.87728882,31.77444583,832.1537131,,
24.19653428,27.54433775,24.59886456,10,16.59477305,23.17060649,749.0965884,,
15.27855247,18.69798112,22.49402893,14.82253349,21.46412826,17.04778314,546.3567556,,
19.12184471,24.8854897,20.87980312,22.67679036,29.22756553,10,549.7902177,,
10.24270022,15.9728058,14.02351469,14.00543177,20.34196979,10,496.1683402,,
10,10,10,22.47534359,26.28236538,14.61554956,542.1566658,,
17.99825287,17.18545985,17.32285547,22.73010945,29.66883236,22.80397749,283.8764306,,
25.93226361,24.94301128,10,13.83528745,20.7688911,31.60617423,934.3078098,,
33.72178161,17.42358208,10,10,11.91236889,22.63783556,907.2341475,,
24.75302935,10,10,10,10,13.66198885,754.9078682,,
15.78118396,10,10,10,10,14.33321917,740.3459751,,
17.20519769,16.16520548,11.60051918,15.54087305,15.78444123,14.33083361,509.1897603,,
22.1170541,10,13.2496314,23.00836504,19.90017831,22.74887365,227.4146273,,
23.68538249,13.46841919,21.73641539,14.44451743,13.09450102,29.86172181,323.4921458,,
32.19087112,14.24141252,13.1494332,23.07694322,17.13325548,36.84375435,456.1568068,,
40.68654394,21.04645789,10,26.57705003,22.96057129,34.27305013,649.1281129,,
34.6608246,13.266635,10,18.07306612,14.13930297,25.3295573,674.4064888,,
25.8008225,10,10,10,10,16.86045498,794.6701493,,
18.34775865,10,11.87521708,10,10,10,596.0931177,,
15.6486764,10,19.59400308,18.2406044,17.99743319,16.26593208,635.5965119,,
24.18660903,18.57694161,26.62179518,10,10,10,613.0708435,,
15.40119326,10,17.765899,10,10,10,500.1819941,,
10,10,24.52982718,17.19742358,18.55214727,18.13687587,780.7826143,,
18.10423446,18.23387957,15.5853945,10,10,10,568.9215326,,
10,10,21.92408848,10,14.38724422,18.66919243,708.9681482,,
18.90531266,16.09292316,14.55084181,10,10,22.83803618,773.3938119,,
27.02362013,22.24033809,10,10,16.01399755,19.36653888,920.2652201,,
19.37731117,13.31475222,10,10,10,10.49215961,722.7236209,,
10.51813412,10,10,10,10,15.17319155,757.5079071,,
19.37832451,18.79671431,14.86610007,18.6319741,17.00409746,21.77939939,375.8804575,,
22.80337024,10,21.20909095,24.47231042,23.34053302,30.29075241,381.5807459,,
30.211344,18.79129517,13.12146366,15.59791398,16.36906624,21.38789183,628.7684589,,
21.45944673,13.15928978,11.2148937,10,10,17.76501602,793.0308831,,
23.43090147,18.12854224,10,10,10,10,789.1294218,,
15.0831691,10,10,10,10,10,663.7956738,,
11.73467523,18.71512365,18.57088947,16.98395085,15.89322734,18.78506494,541.6148,,
20.37317568,21.99537516,27.31733274,10,10,23.73587453,609.4186241,,
18.25615209,22.85551989,18.33537221,12.96610689,10,25.37603462,515.5332004,,
23.51195568,24.90262687,26.53565335,21.60857916,18.39284229,34.31884563,403.2862841,,
18.97328413,18.87755823,18.66069841,13.47156918,18.76567042,17.61252546,525.2521078,,
27.42637956,10.74314624,27.17987168,15.59018278,25.45784843,24.98591375,435.4040883,,
34.64999974,19.58621556,18.39529544,10,16.71411687,21.45883787,750.0044861,,
39.14186621,19.81085807,24.28075725,10,10,12.92085749,642.3556646,,
30.56604308,13.16870058,22.70954442,12.74802935,14.8155812,12.16369939,529.4096194,,
29.09426886,12.32878292,30.03487396,10,10,10,701.1827672,,
20.99193019,10,21.05590677,10,10,10,530.6119967,,
12.08680099,10,27.1458838,13.98445153,15.16133404,14.92427075,808.4871021,,
13.3853485,10,18.28088742,10,10,10,554.3425047,,
10,10,11.5098927,17.44988596,18.67006469,17.34107518,523.7919598,,
16.75159431,16.44759703,19.25929022,12.63015217,26.80309534,23.56758738,537.4368956,,
25.49185348,17.61399961,13.86596227,21.40798587,35.6371299,31.76673126,570.6358187,,
23.17705828,17.71108699,10,28.69960541,40.45459938,28.54054129,584.0717376,,
29.7578817,25.85867882,10,26.76284182,38.88776338,24.06500304,668.6521356,,
30.0431475,17.25870186,10,17.9812423,30.4077788,22.50731498,810.5560066,,
21.61583024,22.12838215,10,10,21.6371817,13.59270525,913.8409922,,
12.63212895,13.19247192,10,10,12.66261065,10,755.2449394,,
10,10,10,10,10,16.55165923,777.687077,,
10,10,10,10.93554056,14.11099494,21.50574327,833.5358555,,
10,15.19940531,12.47867119,10,10,16.001499,692.1227994,,
10,10,10,10,12.35702765,20.76186639,863.1109739,,
18.66922998,12.16069961,11.12507832,13.85379148,10,12.57597423,370.764388,,
10,10,10,13.54907107,15.26637149,21.43386221,639.4111702,,
17.91049314,18.09132123,16.76371789,19.84135318,10,17.70130122,465.0782996,,
12.08908516,10.04601383,24.77915406,16.02550691,10,10,819.7392774,,
10,10,16.01776177,10,10,10,615.3506867,,
10,10,10,18.48955631,18.28489196,18.51723778,449.439926,,
18.25054789,18.85474873,15.86387646,22.71898687,25.75245368,26.91509581,264.7960383,,
25.98102403,10.67465013,22.03996527,14.10878533,23.6246739,31.36109006,480.7556757,,
32.26950169,19.31812233,14.43565112,22.78497833,32.44556028,39.86258972,589.9727894,,
40.25393903,26.02967662,10,25.95155996,39.36321336,45.46903741,794.0921962,,
48.28344715,29.69362777,10,17.25962186,35.01771021,37.38504881,953.6712777,,
40.0971328,22.63579869,10,10,26.10038877,28.43208671,975.0908856,,
31.18642461,13.68564272,10,10,17.26397723,19.44669992,908.3533971,,
23.35458404,10,10,10,10,10.54738468,707.7151231,,
14.40460187,10,10,10,10,16.33596939,768.3373654,,
19.24511582,18.32852399,18.03358078,17.74223924,17.68947053,15.04171771,421.4812873,,
11.44513667,10,24.75958252,10,10,10,741.5658946,,
10,10,16.14578468,10,10,10,618.5212418,,
10,10,23.73616368,16.38853693,18.13439429,17.36800671,796.9246554,,
18.420748,18.08485174,14.86025554,10,10,10,610.7810467,,
10,10,23.1578365,10,13.69702065,18.15407419,734.2753183,,
18.67334127,18.42300534,15.65990949,10,10,25.68417645,780.223139,,
27.53726745,26.75080514,10.44264549,10,16.4137336,19.49073535,932.7016615,,
20.74991071,20.48661757,10,10,10,10.5293082,803.3239245,,
11.79163247,11.76315063,10,10,10,10,671.2678725,,
10,17.90514535,14.32993507,16.70164728,18.18024611,17.75912428,410.2436278,,
17.54188895,22.57704383,22.51596618,10,18.83368695,26.5201298,687.5850022,,
25.99658942,24.46636826,13.65999866,10,12.38272053,21.59580326,890.2557489,,
19.01011837,15.67431778,10,10,10,12.69814777,770.4366367,,
10.03781646,10,10,10,10,10,666.6870425,,
10,10,10,10,10,10,666.8817007,,
10,10,12.07256544,15.04778755,14.5553329,14.95706773,560.1643954,,
18.13753891,14.32400954,19.00641692,20.4858923,22.03153777,23.1096034,335.9716095,,
26.71585381,22.13171399,18.60689437,11.51965004,13.08276421,30.5632863,688.9097294,,
31.54675043,13.41576475,20.33133483,12.57043761,17.62114984,37.49110067,634.4460512,,
36.28556037,21.18452352,28.9056704,21.20508212,26.09415585,45.33461797,581.9802156,,
42.48210049,25.64357263,36.30679917,12.22469711,17.11524928,36.55254799,680.1822267,,
33.64176005,16.6564129,27.41567647,10,10,27.94771034,601.7500022,,
24.68399304,10,34.14344096,16.79483581,18.61534548,35.78925353,612.6081567,,
31.56762928,17.13499355,40.25305712,10,10,26.83106112,637.8743052,,
22.61521542,10,31.36931908,10,10,17.95212156,674.7271776,,
13.84037989,10,36.00544226,10,10,10,820.652142,,
10,10,27.04578966,10,10,10,808.4291847,,
10,10,18.09201807,10,10,10,664.179568,,
10,10,20.26219767,10,13.25700426,10,718.2010896,,
12.54185438,11.13129675,15.66140455,10,10,10,493.7747832,,
17.81660938,18.32744253,22.59384626,18.6407578,18.15145957,15.46402454,585.1641489,,
26.27697468,26.38391972,26.80740243,10.07153344,10,10,674.3161006,,
17.35426146,17.48198396,17.89778751,10,10,10,460.8776082,,
10.82985777,10,26.72371215,18.68358409,18.3785032,18.7428298,754.6430111,,
19.6625244,18.90006626,17.82412386,10,10,11.07469517,527.0186109,,
10.75348938,10.67800665,20.29922557,12.75128663,18.54878592,19.6859594,640.1481702,,
19.70641017,19.16625941,27.67192507,10,10,27.72536594,561.1621933,,
27.9416877,25.99385893,23.23261809,17.97107995,11.87717617,31.85611373,448.5300848,,
35.85126674,22.08091885,29.06662869,10,10,23.22993964,692.6872053,,
26.99404395,15.52956969,20.1834051,13.6702522,16.0459727,15.35736221,495.4879117,,
19.94555593,12.59799892,27.87294859,16.62818909,21.70025384,21.78294581,512.6754073,,
16.24485421,10,18.98932749,10,12.74566257,14.21490318,541.6357853,,
10,10,20.28158361,11.06054974,18.60074461,17.24513632,692.8906812,,
15.82636094,10,20.61362928,10,12.87751728,16.38033098,568.0049395,,
19.322909,14.05591416,26.35800368,16.49363875,19.93132144,24.71273237,450.2185008,,
27.65545309,21.88486171,20.4010551,10,11.00826544,19.02705759,669.5359231,,
19.41204363,13.00108397,12.26506597,10,10,23.38619226,818.173016,,
10.30785215,16.03480399,13.79140329,16.56120253,10,10,565.9974908,,
16.08714139,17.57383084,20.22043729,15.30677521,12.01835799,10,542.7399384,,
23.24088359,24.68520594,11.34121823,10,10,10,834.8223783,,
14.63958806,16.44671404,10,10,10,10,713.1827789,,
10,23.67437685,14.98288774,12.1881783,12.60010982,11.20037866,444.4814944,,
17.68407607,28.0777272,23.05183721,20.90526533,20.65367198,19.16929889,529.5280684,,
21.01414478,34.11832798,15.96941119,12.25842911,11.77073163,10.22888094,706.559267,,
12.15952909,25.13054436,10,10,10,13.93170053,800.5736759,,
20.08151281,33.55619544,10,10,10,10,890.9251883,,
11.32856357,24.71316689,10,10,10,10,746.7517616,,
10,18.17271447,10,10,10,10.0095433,703.3317257,,
10,25.14927101,17.58733201,17.62235415,17.10540664,15.98830736,514.4035442,,
17.79865038,23.14109361,26.26369023,10,10,20.46054113,589.489691,,
10.15691674,15.06606519,17.27865267,10.40836203,10,14.8344028,529.8790013,,
10,10,24.54854417,17.94753015,18.19491243,22.19008851,715.5075193,,
16.67221808,17.44147563,15.5834617,10,10,14.4061656,602.8399916,,
10,10,24.15503567,10,10,18.14442253,760.8063738,,
17.83503938,16.41506398,15.27028805,10,10,10,540.3614759,,
15.70711958,16.5063889,14.99715066,10,14.88896644,15.86447942,747.487204,,
22.13744855,23.72277462,21.49666131,17.84536695,18.88444722,10,492.6683897,,
13.3915841,16.03354764,26.79732001,10,10,10,662.5203524,,
10,10,17.88419193,10,10,10,658.6756603,,
10,10,25.34218353,17.26567292,17.71147323,15.37742996,853.9971198,,
18.1491046,17.99232411,16.40542519,10,10,10,523.6978155,,
10,10,23.891271,10,17.75246382,17.29809117,742.0970788,,
18.5928793,18.51313186,15.12397033,10,10.72471732,24.61839747,804.5108226,,
27.3533473,26.95127773,10,10,18.3112039,17.24499846,932.1988058,,
18.532911,18.32865596,10,10,10,10,763.5914721,,
10,10,10,10,10,10,666.8817007,,
17.47876692,13.2180897,10.3807503,18.00891089,15.35766959,14.50578713,367.7142258,,
25.01079822,10.54773068,17.82046854,26.86264253,23.59935009,22.08903575,324.2618356,,
26.70447481,17.62368131,10,17.95384622,14.71680564,15.13090652,580.3630052,,
18.20998645,10,10,10,10,10,675.7190302,,
25.80429649,18.15740871,17.41639805,10,10,17.99781513,647.5849622,,
33.53116131,13.66936386,25.39702988,18.46776819,17.25725722,24.29891634,394.2608112,,
38.47294259,19.50454068,33.6248498,10,10,15.65939665,695.0547215,,
29.94190484,10.89419591,24.78484893,16.15907931,10,10,768.7596804,,
20.99548626,10,30.05684233,10,10,10,724.2086288,,
12.11670816,10,21.18913853,10,10,10,659.1959153,,
10,10,14.42583209,10,10,10,580.6002158,,
10,10,23.11633307,18.22216368,18.16318512,18.29793501,787.4585366,,
18.68688965,18.35770321,14.12835848,10,10,10,660.0402109,,
10,10,22.19064748,10,10,16.83936262,733.437154,,
18.64717364,17.76686192,14.17362559,10,10,10,645.360925,,
22.07383192,26.37731719,18.35512722,10,14.53192472,17.29721141,736.4153312,,
28.46959257,18.22992009,25.55622971,17.54353797,17.29673398,10,576.5082639,,
20.07543975,16.12765294,24.24352711,10,10,10,568.2625428,,
11.10903603,10,15.29556894,12.84213626,10,10,607.9213466,,
10,10,24.11891329,12.97431123,13.65298522,16.45903075,804.2928026,,
15.11279356,10,15.30602956,10,10,10,464.3509811,,
10,10,24.08402097,17.53913915,18.63507473,18.100945,782.7811548,,
18.49682403,18.72989511,15.32571805,10,10.08510005,10.24714035,605.3868873,,
10,10,20.68592608,10,17.64580846,18.26289517,677.9819007,,
18.81178939,18.48694384,21.61879516,13.32411742,25.19564533,24.25058347,498.0203807,,
26.44803417,25.16220891,27.65093088,20.21562433,33.9673636,29.96199137,505.7880362,,
30.7447238,30.26346791,22.56588048,12.07156122,25.0515812,21.14703697,771.7792403,,
21.79939151,22.26487869,18.24381286,10,19.19490325,12.28186303,697.7370455,,
13.95251232,27.75415677,15.98694962,10,10.47785699,10,667.7179691,,
15.35366076,20.54497439,10,10,15.59017098,17.20437157,894.2899311,,
11.83925778,25.77401167,10,10,10,10,762.9461364,,
10,17.08695948,10,10,10,10,699.6632285,,
10,20.11900902,18.53853238,10,13.50086641,18.53134513,570.8141607,,
15.95457697,26.84170198,27.12474906,18.05565,22.10202622,23.8818028,487.6053909,,
18.38744032,24.57198936,20.28897846,10,13.13180465,15.10719579,644.1051908,,
10,15.81115335,16.09483397,10,15.45911449,22.12973613,693.764137,,
18.81273353,24.48968953,23.71968257,18.14878917,21.87765568,29.20066243,387.5814139,,
13.85863554,15.65931565,30.91396582,10,12.95730871,36.95827609,548.6360703,,
22.19571793,16.55171877,22.23038709,18.56435347,21.25790662,44.17397839,566.7240536,,
29.90822649,24.69094855,27.54055154,11.44126087,14.48161721,35.3726995,613.4832727,,
21.48195046,21.17307907,18.54871672,16.51518065,19.34096777,41.66238737,570.0140667,,
28.8664152,29.85582203,11.76100165,24.31902701,26.79304993,49.05976534,703.6553696,,
36.05598205,29.49460894,10,15.67073059,26.03391182,50.74056411,969.9548295,,
31.62148267,27.31014711,10,10,17.12751931,41.77930003,980.7032403,,
22.72926402,18.33277047,10,10,10,32.98663801,924.7481628,,
13.76546365,10,10,10,10,24.17860103,849.8133536,,
10,10,10,10,10,16.84723812,781.8910458,,
10,10,10,10,10,16.09153914,770.0531197,,
10,11.95061076,14.75739551,10,10,17.14727485,574.1266553,,
12.93265224,12.41035104,22.13553774,18.74256265,18.1549207,25.27668667,534.8178373,,
21.50947261,20.78448224,29.54858196,10,10,30.2437408,557.4387813,,
29.61916912,17.46766847,21.2891227,18.40357113,10,38.77989674,243.0862045,,
37.52175939,25.07704931,18.89608049,15.10351205,10,47.06425548,566.6091934,,
37.07550257,33.03612262,27.03018296,21.97723269,17.88102961,51.26218402,597.3926474,,
44.54101831,30.66806251,18.76418984,13.23427683,10,42.29852635,757.9112495,,
17.63409901,15.64904439,16.5946207,16.85665107,17.85320115,16.48893201,400.1911478,,
26.07980657,20.69037426,24.83768415,10,10,24.69651306,635.906302,,
31.00450325,23.49312389,16.07041299,10,10.59506845,31.84915555,874.2444421,,
32.37232792,25.22958815,10,10,10,23.22770268,923.7315912,,
23.41591007,16.27948368,10,10,10,14.24432594,810.622956,,
14.62379789,10,10,10,10,10,662.7662204,,
10,15.47978735,16.95148432,13.32080007,14.99945092,18.28016162,536.7601814,,
14.90667009,20.72142029,25.84467232,10,21.49422801,25.69303954,566.8378346,,
23.29733014,28.60222673,17.00590366,16.41012764,28.61021864,30.93565309,690.9463371,,
26.38693881,21.57682878,10,11.30955368,26.24140215,27.44068754,961.0541408,,
24.12704039,25.71341842,10,10,17.34501964,18.56931448,927.4635804,,
15.37361747,16.73125672,10,10,10,10,721.813943,,
10,10,10,10,10.22354174,17.86930513,799.3435753,,
18.48780751,17.66741097,17.67940366,16.33519852,18.47351134,24.68035007,402.2575521,,
25.6115315,10,26.13750732,12.96640944,27.06285012,33.61668944,577.6712576,,
34.07290959,18.19408417,28.95512497,21.71624517,35.67649508,36.22581148,511.3584808,,
40.9292345,26.86034656,33.39721286,12.77423614,26.71385127,27.26051927,687.640562,,
31.96436661,17.88085741,24.42476612,10,17.82479012,18.28524387,662.9286277,,
22.97735333,10,31.17054433,10.71275949,21.65712607,25.77593374,522.5581993,,
28.31538916,18.17073071,22.93598777,10,28.27966535,25.06667399,684.060365,,
33.17176032,25.92294347,21.80111295,10.22648466,22.8486132,22.88858563,779.9193127,,
29.79091096,17.45736933,14.105726,10,13.91277003,19.36514682,850.8402929,,
22.49799913,12.85603118,10,10,10,10.51238024,734.663964,,
13.80154043,10,10,10,10,12.55522573,709.8701375,,
22.27497774,18.49167418,17.90999746,17.40442038,17.64686418,20.94482148,418.5370391,,
29.71083468,10,24.95393646,10,10,24.84230721,537.3862901,,
29.89706153,18.51226711,16.14259607,18.6817441,17.4213376,33.7833662,460.4135675,,
38.00005144,25.68605614,15.33048004,25.53401566,26.19635391,40.60160804,484.0647613,,
43.65212244,24.66587794,11.59817332,19.04498816,34.9386301,48.46523547,863.9682134,,
51.13481826,28.62816155,10,10.65566975,26.02942288,40.82181525,987.4460704,,
42.72544551,20.38502729,10,10,17.08182198,31.86250973,964.5105986,,
33.76361173,11.43413049,10,10,10,22.8713696,866.0266832,,
24.793513,10,10,10,10,13.92947912,759.0257525,,
16.00771368,10,10,10,10,10,666.8711101,,
21.78197539,13.26706147,12.64049745,15.40777755,10.59186912,17.87696552,341.342662,,
25.07010186,12.59983945,20.13770294,23.52201128,19.56170392,25.96002018,272.7702716,,
33.19469321,20.54045701,11.36792767,14.67009014,10.62213892,20.47636724,736.7694527,,
25.37147486,11.77040923,10,10,10,11.79801667,750.9699902,,
16.65030444,19.28666484,12.41241741,10,10,10,711.2709471,,
24.23720086,10.45480877,10,10,10,14.43739724,767.6939827,,
16.98131317,16.64904112,15.28918099,15.53936458,13.70973539,10,342.2946995,,
15.64692169,10,22.18266737,21.21290076,22.23353601,12.87146997,741.4037401,,
23.62500006,10,13.31764257,12.39612728,13.41586292,10,439.3829055,,
14.9637121,10,10,10,20.14874828,17.52666259,900.7977577,,
23.91205919,16.0682447,11.00655794,10.315166,12.26347595,10,768.038081,,
15.25064301,10,10,10,10,10,664.2080883,,
10.8637684,10.41889346,14.63764882,13.98170602,17.01792908,16.97111487,557.4269674,,
13.58241361,12.9883188,21.21115088,13.87882882,24.44996226,22.79539227,418.6916152,,
19.82584733,19.15833294,15.85607928,10,32.19735348,30.72498918,933.5165284,,
25.52025646,16.88341522,11.75902969,10,23.39864093,21.7913186,937.0869609,,
16.58506078,10,10,10,14.48437291,12.92479551,809.7050813,,
10,10,10,10,10,10,666.8817007,,
10,10,10,10,11.87812352,11.39582479,748.8480481,,
13.40564692,11.38721919,13.14608526,11.16119802,10,10,429.9253821,,
12.33845174,14.13163185,15.49699211,18.2084887,13.39072847,15.07635307,562.3989691,,
20.49057221,22.59012067,23.62142038,10,10,10,572.7393384,,
12.82869411,17.62507552,15.12562418,13.36824942,10,10,359.2183859,,
10,10,21.35799861,18.99476862,16.81136787,16.01759279,826.5853164,,
17.46996498,10,12.56238616,10.18085545,10,10,529.9324939,,
10,10,17.58542335,10,14.05517817,17.11473429,640.0608748,,
10.68747807,14.82276845,24.7079221,16.81913984,20.9895103,20.77374804,632.8791766,,
13.97116065,17.36269486,25.46773398,10,13.83790582,14.51348186,600.7877975,,
10,17.68306005,17.22826147,16.62557125,21.45664114,10,658.5633352,,
10,14.62959361,23.37995934,12.85314727,25.96032327,10,770.9437589,,
10,10,14.48985803,10,17.05196148,10,631.9377239,,
10,10,18.11712193,10,19.51246017,11.59993768,677.6515239,,
13.92158592,13.96059811,25.58278894,18.17795873,24.03040308,19.36587691,596.6570588,,
21.03948736,17.29347456,23.96403825,10,15.12985188,11.95107317,577.2193316,,
13.21749371,10,15.00904733,12.08787656,23.15851241,17.5724951,558.5758277,,
12.75013167,10,13.71265632,20.15623593,26.30966491,16.40169853,516.7390233,,
15.29731184,14.3806138,10,24.80779147,34.36102551,20.37435478,352.86879,,
22.74122506,21.92913854,10,31.61265016,41.63999361,23.26094276,488.0312077,,
24.03130108,13.61647445,10,34.08242714,45.56928498,25.19609433,314.1706281,,
25.00477022,21.03116447,15.66263354,42.37229192,53.18087703,29.59469718,90.49320463,,
32.49466401,23.80469948,20.26835871,33.8341549,47.79190928,35.7504999,348.0065741,,
40.258421,29.34027034,11.29816556,25.63740033,38.8156597,26.92616528,708.805013,,
31.44529426,20.48315805,14.0468955,18.88136214,36.9332146,20.95003676,618.0026267,,
27.39219964,20.4584356,21.19133794,16.8859365,38.73647445,19.43863988,581.463086,,
26.73874807,18.92012382,22.61534739,25.51765847,47.47070509,25.98657513,310.8875905,,
32.2436924,25.95657945,26.12646627,16.92396808,43.93118483,17.45317167,690.3292734,,
27.58850676,17.80100268,17.20832407,16.59137577,45.01158077,10,562.5046615,,
18.62691921,17.74925107,25.5775404,20.99138194,53.32046562,14.6063571,610.0611178,,
22.14111942,22.01912397,16.95026875,12.03652728,44.39212835,10,706.9589855,,
13.30458289,13.08098483,10,10,35.68370646,10,906.6663448,,
13.71647847,13.01843464,15.17607546,12.76984215,10,13.19613421,416.656603,,
20.26753366,20.58282197,23.98894203,18.60780954,12.4268713,21.40415728,549.0210304,,
28.7981149,28.98080766,15.00203389,10,10,12.4740079,842.0156914,,
19.82331425,20.02496541,15.24882823,10,10,10,649.1635465,,
11.37826544,28.66947615,20.64761072,17.7083329,15.80745995,17.31740093,546.3327425,,
19.26912695,37.38213861,27.56469947,10,10,10,752.3309905,,
10.42072541,28.63281035,18.63330501,10,10,10,474.5748769,,
10,19.69528812,27.52862376,18.72984898,17.40957451,18.5892036,776.3757884,,
18.66857338,22.4845838,18.55857438,10,10,10,558.7545619,,
10,13.52204728,10,10,13.35314107,18.23306203,868.1459433,,
18.43613958,21.26485944,17.28908968,11.72969866,10,10,451.1654645,,
10,12.29638827,10,16.97592568,17.8442812,18.27613938,476.0188322,,
17.01174498,10,16.05392063,25.08721972,25.45989442,25.56485569,302.346972,,
15.91701263,15.76680732,24.9319874,16.21868712,17.61471093,31.33219945,416.5013906,,
24.28161234,22.37818861,18.43689972,20.11092645,25.81785667,24.79109418,474.4005618,,
17.8908996,22.21637791,19.67017406,23.83775073,27.93247163,22.17652512,396.9539522,,
25.94751412,21.56356525,21.83826905,31.57161289,35.5277226,17.82474613,521.6405591,,
17.03494769,12.58818793,13.07598251,22.65447277,26.60870278,10,415.2879847,,
10,10,21.85683316,31.54599136,35.01078689,10,903.1888484,,
10,10,13.0037061,22.65942091,26.07220787,10,725.5558097,,
10,10,10,15.02924007,19.41357678,10,529.6424928,,
10,10,14.11201203,20.54704183,27.51469558,15.28328657,673.4334934,,
17.46310711,18.02996838,15.90539277,11.79315972,18.88431096,13.99013621,606.0003474,,
16.97878492,12.96196181,12.39719641,10,14.28847724,10,718.8539369,,
10.12984574,14.34114724,10,10,10,10,688.5188735,,
10,11.98215783,10,10,13.19278789,11.73268557,790.9193279,,
13.31546354,12.54062378,11.93429112,10,10,10,588.2135932,,
10,10.14101285,10,10,15.24271011,16.36427796,857.1623596,,
14.19454253,12.53718358,10,10.84535825,10,10,618.3295398,,
10,10,10,10,14.14507079,18.23924613,859.4221566,,
15.31805873,13.37995565,13.36883736,12.1179806,10,10.22080427,356.5264962,,
10,10,10,16.4886359,17.85964274,19.14012986,497.6451097,,
12.78101087,18.03404212,18.19663763,25.4037236,24.97441459,27.56028348,338.7188186,,
20.6209619,22.99975407,26.38926911,16.84473026,20.30915189,36.52544695,440.500616,,
29.58744073,31.28703535,17.62160045,13.68720269,16.86645132,27.95101911,751.7627144,,
20.90469831,22.31249326,10,10,10,22.20371306,888.4829748,,
12.94312841,18.58792686,10,10,10,13.30783105,763.667991,,
10,10,10,10,10,10,666.8817007,,
10,10,10,10,10,10,666.8817007,,
10.38460624,10,12.35632706,10,10.65239584,10.90854144,597.9863876,,
10.70154357,10.39921677,17.74381959,15.44385862,14.85695481,14.1651144,716.8683191,,
13.18026304,13.87096512,26.25284767,10,10,10,679.1213183,,
10,10,17.30554825,10,10,10,644.5342879,,
10,10,26.10873097,18.82226181,18.87615275,18.88893938,766.8944265,,
18.28138363,18.84776425,17.3786068,10,10,12.30590153,533.8021797,,
10,10.41094446,23.33432102,10,17.79328918,20.93637681,672.1260311,,
18.97197735,19.3517009,14.83128929,10,22.64270806,29.3916899,928.4182687,,
26.27534711,27.6247493,10,10,13.77204901,20.50190508,927.8381759,,
17.38296807,18.67308861,10,10,10,11.52434015,774.0842533,,
10,10,10,10,10,10,666.8817007,,
15.79005241,11.09218693,11.82843935,10,11.42815936,14.00924265,721.6130854,,
22.75012517,19.32930231,19.98103726,16.66815829,15.26928222,19.51407969,440.7560502,,
18.6578247,10.44299525,28.66344869,10,10,10.89191604,697.9678719,,
10.03042322,10,19.68207288,14.0291822,10,10,774.4957166,,
10,10,24.26558828,10,10,10,774.8124388,,
10,10,15.49879992,10,10,10,602.3004416,,
10,10,22.02530217,17.19007111,18.50975013,18.80621362,764.4374558,,
18.79467583,18.81694996,15.59335583,10,10,10.46562719,598.1924995,,
10.76043791,10.09738189,23.81097478,10,15.12483668,15.13019681,735.5787759,,
19.12060016,18.68638593,15.4550209,10,10.09978032,12.27695727,635.319861,,
27.91281909,27.03579789,11.27214277,10,16.68780172,20.0992744,930.86865,,
28.12059265,22.2436254,10,10,10,11.12743437,849.3006616,,
19.38606375,13.5065763,10,10,10,10,718.0839309,,
10.44885695,14.34772134,11.61394095,13.54816663,10,17.7382921,455.7287233,,
14.98377287,21.47343659,18.54653287,22.53776932,18.94766259,25.86499918,315.0719396,,
23.68759263,29.35897982,24.98311138,13.6236499,10.0678218,33.91618383,581.8982947,,
14.92947102,20.52116388,16.00244743,10,10,40.32326877,875.7805908,,
23.41923761,29.35340351,21.91165215,10,10,31.46558517,758.3615091,,
14.17769611,14.17769611,14.17769611,14.17769611,14.17769611,14.17769611,401.1481103,,
22.04409909,21.59696841,22.5964185,22.70391285,23.12847328,23.1129626,398.0589874,,
30.73614931,26.91506791,13.82910442,13.77293628,14.20774007,14.26475847,690.1368755,,
21.82972944,17.99211812,10,10,10,10,780.4070805,,
15.71354777,23.92212069,10,10,10,10,794.9665288,,
13.93685144,15.28324848,10,10,10,10,698.5146342,,
10,21.99606663,16.71281815,16.71281815,16.71281815,16.71281815,485.6131127,,
17.1707238,25.77688271,25.56331825,10,11.82977509,24.19672418,649.7246326,,
22.12674654,24.28305805,16.64846337,11.07508945,10,30.86730289,742.1904617,,
25.25349736,30.14274919,10,10,10,23.00356281,928.8839226,,
17.23452175,21.75987023,10,10,10,14.07911366,820.711989,,
10,12.83990091,10,10,10,10,682.5133764,,
10,14.82436222,11.98446131,11.98446131,11.98446131,15.80895448,572.219208,,
15.80895448,21.75576645,19.55793381,20.83376193,20.5622462,23.24819636,390.4961363,,
22.82430005,14.98199564,28.10423601,11.91633642,11.65799302,18.76441729,590.9402586,,
13.99593729,15.87112218,19.24750996,20.05651891,10,10,711.8790717,,
10,10,28.15096545,11.1550386,10,10,841.3182793,,
10,10,19.21989501,10,10,10,688.0563087,,
10,10,11.86614907,16.89610314,16.89610314,16.89610314,553.3577065,,
